,phrase,label,sentiment,subjectivity,language,count
"more than 2,200 hectares","more than 2,200 hectares",QUANTITY,,,en,1.0
between 1:55 p.m. and 5:40 p.m.,between 1:55 p.m. and 5:40 p.m.,TIME,,,en,1.0
The year,The year,DATE,,,en,1.0
4 p.m.,4 p.m.,TIME,,,en,1.0
the Spanish Super Cup,the Spanish Super Cup,EVENT,,,en,1.0
the end of Stranger Things,the end of Stranger Things,DATE,,,en,1.0
next May.,next May.,DATE,,,en,1.0
the first days of 2026,the first days of 2026,DATE,,,en,1.0
more than 6 meters,more than 6 meters,QUANTITY,,,en,1.0
67,67,MONEY,,,en,1.0
October 1,October 1,DATE,,,en,1.0
"up to $1,000","up to $1,000",MONEY,,,en,1.0
the start of the week,the start of the week,DATE,,,en,1.0
the Lisbon Earthquake,the Lisbon Earthquake,EVENT,,,en,1.0
50th,50th,ORDINAL,,,en,1.0
707,707,PRODUCT,,,en,1.0
Boeing,Boeing,PRODUCT,,,en,1.0
"December 22, 1975","December 22, 1975",DATE,,,en,1.0
"today, Thursday, December 18","today, Thursday, December 18",DATE,,,en,1.0
this morning,this morning,TIME,,,en,1.0
the Statue of Liberty,the Statue of Liberty,FAC,,,en,1.0
winter 2026,winter 2026,DATE,,,en,1.0
"up to $1,500","up to $1,500",MONEY,,,en,1.0
the last date of the Clausura,the last date of the Clausura,DATE,,,en,1.0
"1,425","1,425",CARDINAL,,,en,1.0
Only 10%,Only 10%,PERCENT,,,en,1.0
Michoacan,Michoacan,NORP,,,en,1.0
37 years old,37 years old,DATE,,,en,1.0
36 years old,36 years old,DATE,,,en,1.0
the Torres del Paine National Park,the Torres del Paine National Park,FAC,,,en,1.0
86,86,DATE,,,en,1.0
the half century,the half century,DATE,,,en,1.0
86 years old,86 years old,DATE,,,en,1.0
Ten,Ten,CARDINAL,,,en,1.0
"1,500","1,500",CARDINAL,,,en,1.0
5k,5k,CARDINAL,,,en,1.0
almost every year,almost every year,DATE,,,en,1.0
Annual,Annual,DATE,,,en,1.0
One hundred,One hundred,CARDINAL,,,en,1.0
37 °,37 °,QUANTITY,,,en,1.0
up to 6 days,up to 6 days,DATE,,,en,1.0
Summer,Summer,DATE,,,en,1.0
"about 2,200 meters","about 2,200 meters",QUANTITY,,,en,1.0
Tablato,Tablato,NORP,,,en,1.0
at least two,at least two,CARDINAL,,,en,1.0
At least three,At least three,CARDINAL,,,en,1.0
the end of the year,the end of the year,DATE,,,en,1.0
seventeen,seventeen,DATE,,,en,1.0
eleven,eleven,CARDINAL,,,en,1.0
Two months,Two months,DATE,,,en,1.0
hours,hours,TIME,,,en,1.0
17.5 million,17.5 million,CARDINAL,,,en,1.0
January 13,January 13,DATE,,,en,1.0
one night,one night,TIME,,,en,1.0
Chavista,Chavista,NORP,,,en,1.0
Christmas winter,Christmas winter,DATE,,,en,1.0
more than 60 liters,more than 60 liters,QUANTITY,,,en,1.0
January 17,January 17,DATE,,,en,1.0
12:00 p.m.,12:00 p.m.,TIME,,,en,1.0
254 l/m2,254 l/m2,MONEY,,,en,1.0
"October 1, 2025","October 1, 2025",DATE,,,en,1.0
89-96,89-96,DATE,,,en,1.0
241 liters,241 liters,QUANTITY,,,en,1.0
241,241,CARDINAL,,,en,1.0
around 3:00 p.m.,around 3:00 p.m.,TIME,,,en,1.0
January 5,January 5,DATE,,,en,1.0
Route 40,Route 40,EVENT,,,en,1.0
more than 100,more than 100,CARDINAL,,,en,1.0
"the day of this Thursday, December 15","the day of this Thursday, December 15",DATE,,,en,1.0
Model,Model,PRODUCT,,,en,1.0
seven or eight years,seven or eight years,DATE,,,en,1.0
at least 21,at least 21,CARDINAL,,,en,1.0
less than 30 euros,less than 30 euros,MONEY,,,en,1.0
Somosierra,Somosierra,NORP,,,en,1.0
"1,300 meters","1,300 meters",QUANTITY,,,en,1.0
This Wednesday,This Wednesday,DATE,,,en,1.0
"2,000","2,000",MONEY,,,en,1.0
14.7 degrees,14.7 degrees,QUANTITY,,,en,1.0
1961,1961,DATE,,,en,1.0
"more than 5,000","more than 5,000",CARDINAL,,,en,1.0
850,850,CARDINAL,,,en,1.0
65,65,CARDINAL,,,en,1.0
2013,2013,DATE,,,en,1.0
the cold months,the cold months,DATE,,,en,1.0
less than 300 euros,less than 300 euros,MONEY,,,en,1.0
Pro 5G,Pro 5G,PRODUCT,,,en,1.0
about winter,about winter,DATE,,,en,1.0
below-zero,below-zero,CARDINAL,,,en,1.0
January 15,January 15,DATE,,,en,1.0
"today, Thursday, January 15, 2026","today, Thursday, January 15, 2026",DATE,,,en,1.0
780,780,CARDINAL,,,en,1.0
just a week ago,just a week ago,DATE,,,en,1.0
Albiceleste,Albiceleste,NORP,,,en,1.0
Every week,Every week,DATE,,,en,1.0
80 euros,80 euros,MONEY,,,en,1.0
Polynesian,Polynesian,NORP,,,en,1.0
January 12,January 12,DATE,,,en,1.0
"today, Monday, January 12, 2026","today, Monday, January 12, 2026",DATE,,,en,1.0
the Museum Room,the Museum Room,FAC,,,en,1.0
four decades in March,four decades in March,DATE,,,en,1.0
40,40,DATE,,,en,1.0
"more than 15,000 hectares","more than 15,000 hectares",QUANTITY,,,en,1.0
six hours,six hours,TIME,,,en,1.0
"almost 15,000 hectares","almost 15,000 hectares",QUANTITY,,,en,1.0
"15,000 hectares","15,000 hectares",QUANTITY,,,en,1.0
"almost 12,000 hectares","almost 12,000 hectares",QUANTITY,,,en,1.0
"12,000 hectares","12,000 hectares",QUANTITY,,,en,1.0
the first month of 2026,the first month of 2026,DATE,,,en,1.0
the last few days,the last few days,DATE,,,en,1.0
11 degrees,11 degrees,QUANTITY,,,en,1.0
Mar del Plata,Mar del Plata,DATE,,,en,1.0
around 9 and,around 9 and,CARDINAL,,,en,1.0
up to 5 centimeters,up to 5 centimeters,QUANTITY,,,en,1.0
1952,1952,DATE,,,en,1.0
Danish,Danish,NORP,,,en,1.0
the seventh consecutive year,the seventh consecutive year,DATE,,,en,1.0
the best year,the best year,DATE,,,en,1.0
the big year,the big year,DATE,,,en,1.0
82 years,82 years,DATE,,,en,1.0
1944,1944,DATE,,,en,1.0
$28 billion,$28 billion,MONEY,,,en,1.0
the end of June,the end of June,DATE,,,en,1.0
Chacabuco Viaduct,Chacabuco Viaduct,FAC,,,en,1.0
This afternoon,This afternoon,TIME,,,en,1.0
the Goya 2026,the Goya 2026,EVENT,,,en,1.0
the Goyas Awards,the Goyas Awards,WORK_OF_ART,,,en,1.0
more than a year,more than a year,DATE,,,en,1.0
the year began,the year began,DATE,,,en,1.0
Pro,Pro,PRODUCT,,,en,1.0
the seasons,the seasons,DATE,,,en,1.0
these Olympic Games,these Olympic Games,EVENT,,,en,1.0
daytime,daytime,TIME,,,en,1.0
Daytime,Daytime,TIME,,,en,1.0
30 years,30 years,DATE,,,en,1.0
Marina Carmona,Marina Carmona,NORP,,,en,1.0
long weeks,long weeks,DATE,,,en,1.0
the last few months,the last few months,DATE,,,en,1.0
February 19,February 19,DATE,,,en,1.0
the Antel Arena,the Antel Arena,FAC,,,en,1.0
66th,66th,ORDINAL,,,en,1.0
Early this Thursday,Early this Thursday,DATE,,,en,1.0
last October,last October,DATE,,,en,1.0
five months,five months,DATE,,,en,1.0
a national holiday,a national holiday,DATE,,,en,1.0
Norwegians,Norwegians,NORP,,,en,1.0
Bailemos,Bailemos,WORK_OF_ART,,,en,1.0
more than three years,more than three years,DATE,,,en,1.0
that 10 years,that 10 years,DATE,,,en,1.0
Centenario Stadium,Centenario Stadium,FAC,,,en,1.0
two-hour,two-hour,TIME,,,en,1.0
"today, Saturday, February 21","today, Saturday, February 21",DATE,,,en,1.0
centuries,centuries,DATE,,,en,1.0
Atlantis,Atlantis,PRODUCT,,,en,1.0
between 16 and 18 degrees,between 16 and 18 degrees,QUANTITY,,,en,1.0
Greek,Greek,NORP,,,en,1.0
a couple of days,a couple of days,DATE,,,en,1.0
more than a decade,more than a decade,DATE,,,en,1.0
November,November,DATE,,,en,1.0
320 million,320 million,CARDINAL,,,en,1.0
Chivas,Chivas,PRODUCT,,,en,1.0
24 years,24 years,DATE,,,en,1.0
60 km/h,60 km/h,QUANTITY,,,en,1.0
six years,six years,DATE,,,en,1.0
1926,1926,DATE,,,en,1.0
Inuit,Inuit,NORP,,,en,1.0
Centennial,Centennial,EVENT,,,en,1.0
"this Wednesday, February 18","this Wednesday, February 18",DATE,,,en,1.0
Olympic,Olympic,EVENT,,,en,1.0
"more than 53,000","more than 53,000",CARDINAL,,,en,1.0
the Nintendo 64,the Nintendo 64,PRODUCT,,,en,1.0
above 40 degrees,above 40 degrees,QUANTITY,,,en,1.0
up to six days,up to six days,DATE,,,en,1.0
2006,2006,DATE,,,en,1.0
This 2026 season,This 2026 season,DATE,,,en,1.0
238,238,CARDINAL,,,en,1.0
55%,55%,PERCENT,,,en,1.0
last weekend,last weekend,DATE,,,en,1.0
"Tuesday, February 17","Tuesday, February 17",DATE,,,en,1.0
Bürgergeld,Bürgergeld,FAC,,,en,1.0
democrat,democrat,NORP,,,en,1.0
fewer days,fewer days,DATE,,,en,1.0
Plegamans,Plegamans,NORP,,,en,1.0
110 km/h,110 km/h,QUANTITY,,,en,1.0
00:00 a.m. to 6:00 p.m.,00:00 a.m. to 6:00 p.m.,TIME,,,en,1.0
This Tuesday the 17th,This Tuesday the 17th,DATE,,,en,1.0
Winter Olympic Games,Winter Olympic Games,EVENT,,,en,1.0
the sixteenth of the season,the sixteenth of the season,DATE,,,en,1.0
just over five months,just over five months,DATE,,,en,1.0
every four years,every four years,DATE,,,en,1.0
1935,1935,DATE,,,en,1.0
the 24 Hours of Daytona,the 24 Hours of Daytona,TIME,,,en,1.0
24 Hours,24 Hours,TIME,,,en,1.0
the 16th of the season,the 16th of the season,DATE,,,en,1.0
400,400,MONEY,,,en,1.0
less than 200 pesos,less than 200 pesos,MONEY,,,en,1.0
Misiones,Misiones,NORP,,,en,1.0
Google Pixel,Google Pixel,PRODUCT,,,en,1.0
This Thursday,This Thursday,DATE,,,en,1.0
8 pm,8 pm,TIME,,,en,1.0
Apertura Tournament,Apertura Tournament,EVENT,,,en,1.0
fifteenth,fifteenth,ORDINAL,,,en,1.0
Games,Games,EVENT,,,en,1.0
'Off Campus','Off Campus',WORK_OF_ART,,,en,1.0
the Winter Games,the Winter Games,EVENT,,,en,1.0
the entire weekend,the entire weekend,DATE,,,en,1.0
the Picos de Europa,the Picos de Europa,FAC,,,en,1.0
more than 30 kilometers,more than 30 kilometers,QUANTITY,,,en,1.0
more than 26 kilometers,more than 26 kilometers,QUANTITY,,,en,1.0
US$30,US$30,MONEY,,,en,1.0
At least 37,At least 37,CARDINAL,,,en,1.0
Saharan,Saharan,NORP,,,en,1.0
2004,2004,DATE,,,en,1.0
one day,one day,DATE,,,en,1.0
at least 36,at least 36,CARDINAL,,,en,1.0
at least 31,at least 31,CARDINAL,,,en,1.0
more than 150 years old,more than 150 years old,DATE,,,en,1.0
48 million,48 million,CARDINAL,,,en,1.0
more than 160 years,more than 160 years,DATE,,,en,1.0
a 16th century,a 16th century,DATE,,,en,1.0
turkey ham,turkey ham,FAC,,,en,1.0
season,season,DATE,,,en,1.0
At least 30,At least 30,CARDINAL,,,en,1.0
the end of the day,the end of the day,DATE,,,en,1.0
Democrats,Democrats,NORP,,,en,1.0
US$45,US$45,MONEY,,,en,1.0
the first 40 hours,the first 40 hours,TIME,,,en,1.0
Afrikaners,Afrikaners,NORP,,,en,1.0
100 kilometers per hour,100 kilometers per hour,QUANTITY,,,en,1.0
the next 48 hours,the next 48 hours,TIME,,,en,1.0
Monday night,Monday night,TIME,,,en,1.0
"1,183 million dollars","1,183 million dollars",MONEY,,,en,1.0
"more than 1,000 million dollars","more than 1,000 million dollars",MONEY,,,en,1.0
"the next 2,000 years","the next 2,000 years",DATE,,,en,1.0
55,55,CARDINAL,,,en,1.0
five days later,five days later,DATE,,,en,1.0
at least 54,at least 54,CARDINAL,,,en,1.0
this year 2026,this year 2026,DATE,,,en,1.0
April 2027,April 2027,DATE,,,en,1.0
53,53,CARDINAL,,,en,1.0
12:26,12:26,TIME,,,en,1.0
10 kilometers,10 kilometers,QUANTITY,,,en,1.0
31°,31°,QUANTITY,,,en,1.0
more than 30,more than 30,CARDINAL,,,en,1.0
October of last year,October of last year,DATE,,,en,1.0
Eleven,Eleven,CARDINAL,,,en,1.0
the beginning of this year,the beginning of this year,DATE,,,en,1.0
Operation Save the Monarchy,Operation Save the Monarchy,WORK_OF_ART,,,en,1.0
Millions,Millions,CARDINAL,,,en,1.0
New Yorkers,New Yorkers,NORP,,,en,1.0
23-F.,23-F.,CARDINAL,,,en,1.0
200,200,CARDINAL,,,en,1.0
Milans,Milans,NORP,,,en,1.0
the 46th anniversary,the 46th anniversary,DATE,,,en,1.0
Olympics,Olympics,EVENT,,,en,1.0
the National Cup,the National Cup,EVENT,,,en,1.0
This Friday the 20th,This Friday the 20th,DATE,,,en,1.0
sunny days,sunny days,DATE,,,en,1.0
many weeks,many weeks,DATE,,,en,1.0
as much as 50 cents,as much as 50 cents,MONEY,,,en,1.0
1971,1971,DATE,,,en,1.0
year-old,year-old,DATE,,,en,1.0
eleven-year-old,eleven-year-old,DATE,,,en,1.0
"today, Monday, February 23","today, Monday, February 23",DATE,,,en,1.0
BAFTA,BAFTA,EVENT,,,en,1.0
more than 20 years,more than 20 years,DATE,,,en,1.0
31.6%,31.6%,PERCENT,,,en,1.0
at least 20,at least 20,CARDINAL,,,en,1.0
at least 14,at least 14,CARDINAL,,,en,1.0
Hundreds,Hundreds,CARDINAL,,,en,1.0
At least 14,At least 14,CARDINAL,,,en,1.0
well as thousands,well as thousands,CARDINAL,,,en,1.0
the National Earthquake Drill 2026,the National Earthquake Drill 2026,EVENT,,,en,1.0
This February 24,This February 24,DATE,,,en,1.0
6.4,6.4,CARDINAL,,,en,1.0
Darth Vader,Darth Vader,WORK_OF_ART,,,en,1.0
about a third,about a third,CARDINAL,,,en,1.0
21%,21%,PERCENT,,,en,1.0
Tens of millions,Tens of millions,CARDINAL,,,en,1.0
billions,billions,CARDINAL,,,en,1.0
92.6%,92.6%,PERCENT,,,en,1.0
between 2025,between 2025,CARDINAL,,,en,1.0
Swiss,Swiss,NORP,,,en,1.0
1x05,1x05,CARDINAL,,,en,1.0
"350,000 acre-feet","350,000 acre-feet",QUANTITY,,,en,1.0
Second,Second,ORDINAL,,,en,1.0
rainy days,rainy days,DATE,,,en,1.0
a Provincial Expropriation Jury,a Provincial Expropriation Jury,LAW,,,en,1.0
44 million,44 million,CARDINAL,,,en,1.0
5.6,5.6,CARDINAL,,,en,1.0
snowiest,snowiest,DATE,,,en,1.0
this World Rally Championship,this World Rally Championship,EVENT,,,en,1.0
last winter,last winter,DATE,,,en,1.0
Chávez and Maduro,Chávez and Maduro,WORK_OF_ART,,,en,1.0
every 20 years,every 20 years,DATE,,,en,1.0
the second month of the year,the second month of the year,DATE,,,en,1.0
3.0,3.0,CARDINAL,,,en,1.0
"today, Saturday, February 7","today, Saturday, February 7",DATE,,,en,1.0
Central Español,Central Español,PRODUCT,,,en,1.0
"6,000 years","6,000 years",DATE,,,en,1.0
"4,516 cubic hectometers","4,516 cubic hectometers",QUANTITY,,,en,1.0
just one week,just one week,DATE,,,en,1.0
the same month last year,the same month last year,DATE,,,en,1.0
1969,1969,DATE,,,en,1.0
Vueling,Vueling,FAC,,,en,1.0
two years,two years,DATE,,,en,1.0
"February 11, 2026","February 11, 2026",DATE,,,en,1.0
up to 80 km/h,up to 80 km/h,QUANTITY,,,en,1.0
10 tons,10 tons,QUANTITY,,,en,1.0
Netflix,Netflix,PRODUCT,,,en,1.0
"between Monday, February 9 and Sunday, February 15","between Monday, February 9 and Sunday, February 15",DATE,,,en,1.0
Antena 3,Antena 3,WORK_OF_ART,,,en,1.0
Turkish,Turkish,NORP,,,en,1.0
more than 90km/h,more than 90km/h,QUANTITY,,,en,1.0
twelve hours,twelve hours,TIME,,,en,1.0
40 liters,40 liters,QUANTITY,,,en,1.0
"this Tuesday, February 10","this Tuesday, February 10",DATE,,,en,1.0
17e,17e,PRODUCT,,,en,1.0
Less than a minute,Less than a minute,TIME,,,en,1.0
90-87,90-87,DATE,,,en,1.0
US$230 million,US$230 million,MONEY,,,en,1.0
just one month,just one month,DATE,,,en,1.0
more than 50%,more than 50%,PERCENT,,,en,1.0
Mercedes CLA 200,Mercedes CLA 200,PRODUCT,,,en,1.0
almost 24,almost 24,CARDINAL,,,en,1.0
late last year,late last year,DATE,,,en,1.0
almost 200,almost 200,CARDINAL,,,en,1.0
last February 1,last February 1,DATE,,,en,1.0
15.2%,15.2%,PERCENT,,,en,1.0
1.6%,1.6%,PERCENT,,,en,1.0
25.1%,25.1%,PERCENT,,,en,1.0
14.7%,14.7%,PERCENT,,,en,1.0
Between January 2025,Between January 2025,DATE,,,en,1.0
previous days,previous days,DATE,,,en,1.0
46%,46%,PERCENT,,,en,1.0
70%,70%,PERCENT,,,en,1.0
700 euros,700 euros,MONEY,,,en,1.0
"1,000 euros","1,000 euros",MONEY,,,en,1.0
17 days,17 days,DATE,,,en,1.0
the 2026 Winter Olympics,the 2026 Winter Olympics,EVENT,,,en,1.0
about 432 million cubic meters,about 432 million cubic meters,QUANTITY,,,en,1.0
"24,100","24,100",CARDINAL,,,en,1.0
tens of thousands,tens of thousands,CARDINAL,,,en,1.0
the 18 days,the 18 days,DATE,,,en,1.0
8-F.,8-F.,CARDINAL,,,en,1.0
"this Friday, February 6","this Friday, February 6",DATE,,,en,1.0
Norseman,Norseman,NORP,,,en,1.0
hugo,hugo,EVENT,,,en,1.0
50 years old,50 years old,DATE,,,en,1.0
a chaotic week,a chaotic week,DATE,,,en,1.0
up to 300%,up to 300%,PERCENT,,,en,1.0
the first half of the year,the first half of the year,DATE,,,en,1.0
another summer,another summer,DATE,,,en,1.0
several months,several months,DATE,,,en,1.0
seventh,seventh,ORDINAL,,,en,1.0
Compass,Compass,PRODUCT,,,en,1.0
the end of the month,the end of the month,DATE,,,en,1.0
the Mortal Thor,the Mortal Thor,PRODUCT,,,en,1.0
68,68,MONEY,,,en,1.0
January 19,January 19,DATE,,,en,1.0
more than 20 million,more than 20 million,CARDINAL,,,en,1.0
recent weeks,recent weeks,DATE,,,en,1.0
"22,213 agricultural hectares","22,213 agricultural hectares",QUANTITY,,,en,1.0
Mesoamerican,Mesoamerican,NORP,,,en,1.0
holiday weekend,holiday weekend,DATE,,,en,1.0
"the night of Sunday, February 15","the night of Sunday, February 15",TIME,,,en,1.0
up to 160 km,up to 160 km,QUANTITY,,,en,1.0
over 2 meters,over 2 meters,QUANTITY,,,en,1.0
Argentines,Argentines,NORP,,,en,1.0
the Milan-Cortina Olympic Games,the Milan-Cortina Olympic Games,FAC,,,en,1.0
Americans,Americans,NORP,,,en,1.0
Mayans,Mayans,NORP,,,en,1.0
this hour,this hour,TIME,,,en,1.0
more than 145 kilometers,more than 145 kilometers,QUANTITY,,,en,1.0
the Seward Highway,the Seward Highway,FAC,,,en,1.0
"today, Saturday, February 14","today, Saturday, February 14",DATE,,,en,1.0
29.8 liters,29.8 liters,QUANTITY,,,en,1.0
the start of this Saturday,the start of this Saturday,DATE,,,en,1.0
the beginning of this Saturday,the beginning of this Saturday,DATE,,,en,1.0
this Friday the 13th,this Friday the 13th,DATE,,,en,1.0
dozens of inches,dozens of inches,QUANTITY,,,en,1.0
hp E-Tech Hybrid,hp E-Tech Hybrid,PRODUCT,,,en,1.0
Next February 22,Next February 22,DATE,,,en,1.0
Un mechón de pelo,Un mechón de pelo,WORK_OF_ART,,,en,1.0
the early hours,the early hours,TIME,,,en,1.0
Pen,Pen,WORK_OF_ART,,,en,1.0
between Wednesday and Thursday,between Wednesday and Thursday,DATE,,,en,1.0
This Monday,This Monday,DATE,,,en,1.0
350,350,CARDINAL,,,en,1.0
271,271,CARDINAL,,,en,1.0
Wagon,Wagon,PRODUCT,,,en,1.0
Sedan,Sedan,PRODUCT,,,en,1.0
Wagon tS.,Wagon tS.,PRODUCT,,,en,1.0
Pirate King,Pirate King,PRODUCT,,,en,1.0
chapter 1174,chapter 1174,LAW,,,en,1.0
"this Monday, February 16","this Monday, February 16",DATE,,,en,1.0
2011,2011,DATE,,,en,1.0
"today, Sunday, February 15","today, Sunday, February 15",DATE,,,en,1.0
FA,FA,NORP,,,en,1.0
a second month of the year 2026,a second month of the year 2026,DATE,,,en,1.0
130 and 140 kilometers per hour,130 and 140 kilometers per hour,QUANTITY,,,en,1.0
Saturday the 14th,Saturday the 14th,DATE,,,en,1.0
89,89,CARDINAL,,,en,1.0
"this Friday, February 13","this Friday, February 13",DATE,,,en,1.0
more than 170,more than 170,CARDINAL,,,en,1.0
Number 1,Number 1,CARDINAL,,,en,1.0
Elizalde,Elizalde,NORP,,,en,1.0
Up to,Up to,QUANTITY,,,en,1.0
6.1,6.1,CARDINAL,,,en,1.0
12 midnight to 8:00 p.m.,12 midnight to 8:00 p.m.,TIME,,,en,1.0
'Wuthering Heights','Wuthering Heights',WORK_OF_ART,,,en,1.0
the last week,the last week,DATE,,,en,1.0
only two,only two,CARDINAL,,,en,1.0
El Mini Lic,El Mini Lic,WORK_OF_ART,,,en,1.0
275%,275%,PERCENT,,,en,1.0
The Azteca Stadium,The Azteca Stadium,FAC,,,en,1.0
100%,100%,PERCENT,,,en,1.0
seven in the morning,seven in the morning,TIME,,,en,1.0
180 liters,180 liters,QUANTITY,,,en,1.0
"close to 12,000","close to 12,000",CARDINAL,,,en,1.0
the last few hours,the last few hours,TIME,,,en,1.0
"11,876","11,876",CARDINAL,,,en,1.0
February 14,February 14,DATE,,,en,1.0
the Tour de la Provence,the Tour de la Provence,FAC,,,en,1.0
Last minute,Last minute,TIME,,,en,1.0
Storm Nils,Storm Nils,WORK_OF_ART,,,en,1.0
Five,Five,CARDINAL,,,en,1.0
The Ceará Water Belt,The Ceará Water Belt,PRODUCT,,,en,1.0
a year 2000,a year 2000,DATE,,,en,1.0
the last 25 years,the last 25 years,DATE,,,en,1.0
the first quarter of the 21st century,the first quarter of the 21st century,DATE,,,en,1.0
this first fortnight of the month of February,this first fortnight of the month of February,DATE,,,en,1.0
Between February 19 and 22,Between February 19 and 22,DATE,,,en,1.0
the sixth day,the sixth day,DATE,,,en,1.0
Day 6,Day 6,DATE,,,en,1.0
98,98,CARDINAL,,,en,1.0
129,129,CARDINAL,,,en,1.0
The month of May,The month of May,DATE,,,en,1.0
